Date,transaction_item_ID,Transaction ID,Customer ID,Product ID,total_Price,Customer Name,Customer Gender,Customer Age,Customer Age Range,Customer Address,Product,Product Colors,Product Size
2026-Jul-28,TP00792,T00686,C0010,B-W-M,1000,Min,Female,34,31-35,North,กระเป๋า,White,M
2026-Jul-28,TP00821,T00714,C0007,P-B-L,700,SE,Female,31,31-35,West,กางเกง,Black,L
2026-Jul-28,TP00825,T00718,C0006,S-B-L,500,Tor,Male,26,26-30,North,เสื้อ,Black,L
2026-Jul-28,TP00840,T00733,C0009,F-B-L,"1,500",Nee,Female,28,26-30,City,รองเท้า,Black,L
2026-Jul-28,TP00935,T00828,C0006,S-B-L,500,Tor,Male,26,26-30,North,เสื้อ,Black,L
2026-Jul-28,TP00985,T00878,C0003,F-B-M,"1,500",Ali,Female,36,36-40,East,รองเท้า,Black,M
2026-Jul-27,TP00427,T00341,C0001,B-R-L,1000,Peace,Female,22,21-25,West,กระเป๋า,Red,L
2026-Jul-27,TP00428,T00341,C0004,S-B-L,500,Jane,Female,30,26-30,East,เสื้อ,Black,L
2026-Jul-27,TP00429,T00342,C0010,P-R-M,700,Min,Female,34,31-35,North,กางเกง,Red,M
2026-Jul-27,TP00430,T00343,C0005,B-R-M,1000,Kim,Female,41,>40,West,กระเป๋า,Red,M
2026-Jul-27,TP00431,T00344,C0003,P-B-L,700,Ali,Female,36,36-40,East,กางเกง,Black,L
2026-Jul-27,TP00432,T00344,C0004,F-W-M,"1,500",Jane,Female,30,26-30,East,รองเท้า,White,M
2026-Jul-27,TP00433,T00345,C0002,B-B-M,1000,Cap,Male,27,26-30,West,กระเป๋า,Black,M
2026-Jul-27,TP00434,T00346,C0002,S-B-L,500,Cap,Male,27,26-30,West,เสื้อ,Black,L
2026-Jul-27,TP00435,T00346,C0001,F-W-L,"1,500",Peace,Female,22,21-25,West,รองเท้า,White,L
2026-Jul-27,TP00436,T00347,C0003,F-B-M,"1,500",Ali,Female,36,36-40,East,รองเท้า,Black,M
2026-Jul-27,TP00513,T00407,C0007,F-B-M,"1,500",SE,Female,31,31-35,West,รองเท้า,Black,M
2026-Jul-27,TP00589,T00483,C0001,F-W-M,"1,500",Peace,Female,22,21-25,West,รองเท้า,White,M
2026-Jul-27,TP00597,T00491,C0008,B-R-L,1000,Nut,Male,36,36-40,South,กระเป๋า,Red,L
2026-Jul-27,TP00737,T00631,C0006,F-R-M,"1,500",Tor,Male,26,26-30,North,รองเท้า,Red,M
2026-Jul-27,TP00743,T00637,C0002,F-B-M,"1,500",Cap,Male,27,26-30,West,รองเท้า,Black,M
2026-Jul-27,TP00795,T00689,C0005,S-R-M,500,Kim,Female,41,>40,West,เสื้อ,Red,M
2026-Jul-27,TP00954,T00847,C0001,P-W-M,700,Peace,Female,22,21-25,West,กางเกง,White,M
2026-Jul-27,TP00974,T00867,C0006,S-B-M,500,Tor,Male,26,26-30,North,เสื้อ,Black,M
2026-Jul-26,TP00417,T00333,C0008,B-B-L,1000,Nut,Male,36,36-40,South,กระเป๋า,Black,L
2026-Jul-26,TP00418,T00334,C0004,B-R-L,1000,Jane,Female,30,26-30,East,กระเป๋า,Red,L
2026-Jul-26,TP00419,T00335,C0003,F-B-L,"1,500",Ali,Female,36,36-40,East,รองเท้า,Black,L
2026-Jul-26,TP00420,T00336,C0002,F-R-L,"1,500",Cap,Male,27,26-30,West,รองเท้า,Red,L
2026-Jul-26,TP00421,T00336,C0010,P-B-M,700,Min,Female,34,31-35,North,กางเกง,Black,M
2026-Jul-26,TP00422,T00337,C0007,P-B-L,700,SE,Female,31,31-35,West,กางเกง,Black,L
2026-Jul-26,TP00423,T00338,C0009,F-R-M,"1,500",Nee,Female,28,26-30,City,รองเท้า,Red,M
2026-Jul-26,TP00424,T00338,C0002,P-R-L,700,Cap,Male,27,26-30,West,กางเกง,Red,L
2026-Jul-26,TP00425,T00339,C0003,F-B-L,"1,500",Ali,Female,36,36-40,East,รองเท้า,Black,L
2026-Jul-26,TP00426,T00340,C0001,F-W-L,"1,500",Peace,Female,22,21-25,West,รองเท้า,White,L
2026-Jul-26,TP00532,T00426,C0009,S-B-L,500,Nee,Female,28,26-30,City,เสื้อ,Black,L
2026-Jul-26,TP00568,T00462,C0008,F-W-L,"1,500",Nut,Male,36,36-40,South,รองเท้า,White,L
2026-Jul-26,TP00575,T00469,C0003,S-R-M,500,Ali,Female,36,36-40,East,เสื้อ,Red,M
2026-Jul-26,TP00613,T00507,C0006,S-W-L,500,Tor,Male,26,26-30,North,เสื้อ,White,L
2026-Jul-26,TP00627,T00521,C0010,S-B-M,500,Min,Female,34,31-35,North,เสื้อ,Black,M
2026-Jul-26,TP00684,T00578,C0002,S-B-M,500,Cap,Male,27,26-30,West,เสื้อ,Black,M
2026-Jul-26,TP00702,T00596,C0001,P-B-M,700,Peace,Female,22,21-25,West,กางเกง,Black,M
2026-Jul-26,TP00733,T00627,C0001,F-W-M,"1,500",Peace,Female,22,21-25,West,รองเท้า,White,M
2026-Jul-26,TP00741,T00635,C0003,B-B-L,1000,Ali,Female,36,36-40,East,กระเป๋า,Black,L
2026-Jul-26,TP00808,T00701,C0007,F-B-L,"1,500",SE,Female,31,31-35,West,รองเท้า,Black,L
2026-Jul-26,TP00937,T00830,C0001,S-B-M,500,Peace,Female,22,21-25,West,เสื้อ,Black,M
2026-Jul-26,TP00982,T00875,C0006,S-B-M,500,Tor,Male,26,26-30,North,เสื้อ,Black,M
2026-Jul-26,TP00988,T00881,C0008,P-B-M,700,Nut,Male,36,36-40,South,กางเกง,Black,M
2026-Jul-25,TP00404,T00321,C0003,S-W-L,500,Ali,Female,36,36-40,East,เสื้อ,White,L
2026-Jul-25,TP00405,T00322,C0010,B-R-M,1000,Min,Female,34,31-35,North,กระเป๋า,Red,M
2026-Jul-25,TP00406,T00322,C0002,S-B-M,500,Cap,Male,27,26-30,West,เสื้อ,Black,M
2026-Jul-25,TP00407,T00323,C0005,P-R-L,700,Kim,Female,41,>40,West,กางเกง,Red,L
2026-Jul-25,TP00408,T00324,C0001,S-B-M,500,Peace,Female,22,21-25,West,เสื้อ,Black,M
2026-Jul-25,TP00409,T00325,C0001,F-W-M,"1,500",Peace,Female,22,21-25,West,รองเท้า,White,M
2026-Jul-25,TP00410,T00326,C0008,P-B-M,700,Nut,Male,36,36-40,South,กางเกง,Black,M
2026-Jul-25,TP00411,T00327,C0008,B-R-M,1000,Nut,Male,36,36-40,South,กระเป๋า,Red,M
2026-Jul-25,TP00412,T00328,C0006,S-B-M,500,Tor,Male,26,26-30,North,เสื้อ,Black,M
2026-Jul-25,TP00413,T00329,C0003,B-B-L,1000,Ali,Female,36,36-40,East,กระเป๋า,Black,L
2026-Jul-25,TP00414,T00330,C0003,P-R-L,700,Ali,Female,36,36-40,East,กางเกง,Red,L
2026-Jul-25,TP00415,T00331,C0007,F-B-L,"1,500",SE,Female,31,31-35,West,รองเท้า,Black,L
2026-Jul-25,TP00416,T00332,C0009,S-W-L,500,Nee,Female,28,26-30,City,เสื้อ,White,L
2026-Jul-25,TP00590,T00484,C0006,F-B-M,"1,500",Tor,Male,26,26-30,North,รองเท้า,Black,M
2026-Jul-25,TP00603,T00497,C0005,F-R-L,"1,500",Kim,Female,41,>40,West,รองเท้า,Red,L
2026-Jul-25,TP00615,T00509,C0004,P-W-M,700,Jane,Female,30,26-30,East,กางเกง,White,M
2026-Jul-25,TP00694,T00588,C0009,S-R-M,500,Nee,Female,28,26-30,City,เสื้อ,Red,M
2026-Jul-25,TP00698,T00592,C0003,P-W-L,700,Ali,Female,36,36-40,East,กางเกง,White,L
2026-Jul-25,TP00750,T00644,C0006,B-R-M,1000,Tor,Male,26,26-30,North,กระเป๋า,Red,M
2026-Jul-25,TP00829,T00722,C0004,F-W-M,"1,500",Jane,Female,30,26-30,East,รองเท้า,White,M
2026-Jul-25,TP00835,T00728,C0009,F-W-L,"1,500",Nee,Female,28,26-30,City,รองเท้า,White,L
2026-Jul-25,TP00863,T00756,C0006,F-R-L,"1,500",Tor,Male,26,26-30,North,รองเท้า,Red,L
2026-Jul-25,TP00882,T00775,C0008,B-W-M,1000,Nut,Male,36,36-40,South,กระเป๋า,White,M
2026-Jul-25,TP00942,T00835,C0002,F-W-L,"1,500",Cap,Male,27,26-30,West,รองเท้า,White,L
2026-Jul-25,TP00971,T00864,C0001,P-B-L,700,Peace,Female,22,21-25,West,กางเกง,Black,L
2026-Jul-25,TP00976,T00869,C0003,B-R-L,1000,Ali,Female,36,36-40,East,กระเป๋า,Red,L
2026-Jul-24,TP00393,T00311,C0003,P-W-L,700,Ali,Female,36,36-40,East,กางเกง,White,L
2026-Jul-24,TP00394,T00312,C0009,S-R-L,500,Nee,Female,28,26-30,City,เสื้อ,Red,L
2026-Jul-24,TP00395,T00312,C0003,B-B-L,1000,Ali,Female,36,36-40,East,กระเป๋า,Black,L
2026-Jul-24,TP00396,T00313,C0009,F-R-L,"1,500",Nee,Female,28,26-30,City,รองเท้า,Red,L
2026-Jul-24,TP00397,T00314,C0004,S-B-L,500,Jane,Female,30,26-30,East,เสื้อ,Black,L
2026-Jul-24,TP00398,T00315,C0001,F-B-L,"1,500",Peace,Female,22,21-25,West,รองเท้า,Black,L
2026-Jul-24,TP00399,T00316,C0004,P-B-L,700,Jane,Female,30,26-30,East,กางเกง,Black,L
2026-Jul-24,TP00400,T00317,C0002,P-B-M,700,Cap,Male,27,26-30,West,กางเกง,Black,M
2026-Jul-24,TP00401,T00318,C0004,P-B-M,700,Jane,Female,30,26-30,East,กางเกง,Black,M
2026-Jul-24,TP00402,T00319,C0008,F-B-L,"1,500",Nut,Male,36,36-40,South,รองเท้า,Black,L
2026-Jul-24,TP00403,T00320,C0002,S-B-L,500,Cap,Male,27,26-30,West,เสื้อ,Black,L
2026-Jul-24,TP00564,T00458,C0010,F-B-M,"1,500",Min,Female,34,31-35,North,รองเท้า,Black,M
2026-Jul-24,TP00660,T00554,C0001,B-W-M,1000,Peace,Female,22,21-25,West,กระเป๋า,White,M
2026-Jul-24,TP00704,T00598,C0005,F-B-M,"1,500",Kim,Female,41,>40,West,รองเท้า,Black,M
2026-Jul-24,TP00705,T00599,C0003,B-B-M,1000,Ali,Female,36,36-40,East,กระเป๋า,Black,M
2026-Jul-24,TP00765,T00659,C0009,F-R-L,"1,500",Nee,Female,28,26-30,City,รองเท้า,Red,L
2026-Jul-24,TP00783,T00677,C0005,B-R-M,1000,Kim,Female,41,>40,West,กระเป๋า,Red,M
2026-Jul-24,TP00791,T00685,C0009,P-R-L,700,Nee,Female,28,26-30,City,กางเกง,Red,L
2026-Jul-24,TP00874,T00767,C0008,P-B-M,700,Nut,Male,36,36-40,South,กางเกง,Black,M
2026-Jul-24,TP00894,T00787,C0003,F-R-M,"1,500",Ali,Female,36,36-40,East,รองเท้า,Red,M
2026-Jul-24,TP00919,T00812,C0003,B-B-L,1000,Ali,Female,36,36-40,East,กระเป๋า,Black,L
2026-Jul-23,TP00380,T00301,C0002,S-B-L,500,Cap,Male,27,26-30,West,เสื้อ,Black,L
2026-Jul-23,TP00381,T00302,C0003,B-W-M,1000,Ali,Female,36,36-40,East,กระเป๋า,White,M
2026-Jul-23,TP00382,T00302,C0009,B-B-M,1000,Nee,Female,28,26-30,City,กระเป๋า,Black,M
2026-Jul-23,TP00383,T00303,C0009,P-W-L,700,Nee,Female,28,26-30,City,กางเกง,White,L
2026-Jul-23,TP00384,T00304,C0006,S-B-M,500,Tor,Male,26,26-30,North,เสื้อ,Black,M
2026-Jul-23,TP00385,T00305,C0006,P-B-L,700,Tor,Male,26,26-30,North,กางเกง,Black,L
2026-Jul-23,TP00386,T00306,C0010,P-R-M,700,Min,Female,34,31-35,North,กางเกง,Red,M
2026-Jul-23,TP00387,T00307,C0001,B-W-M,1000,Peace,Female,22,21-25,West,กระเป๋า,White,M
2026-Jul-23,TP00388,T00308,C0001,F-R-L,"1,500",Peace,Female,22,21-25,West,รองเท้า,Red,L
2026-Jul-23,TP00389,T00308,C0005,S-B-M,500,Kim,Female,41,>40,West,เสื้อ,Black,M
2026-Jul-23,TP00390,T00308,C0010,B-B-L,1000,Min,Female,34,31-35,North,กระเป๋า,Black,L
2026-Jul-23,TP00391,T00309,C0009,P-R-M,700,Nee,Female,28,26-30,City,กางเกง,Red,M
2026-Jul-23,TP00392,T00310,C0009,B-B-L,1000,Nee,Female,28,26-30,City,กระเป๋า,Black,L
2026-Jul-23,TP00510,T00404,C0007,S-B-M,500,SE,Female,31,31-35,West,เสื้อ,Black,M
2026-Jul-23,TP00514,T00408,C0006,F-B-M,"1,500",Tor,Male,26,26-30,North,รองเท้า,Black,M
2026-Jul-23,TP00548,T00442,C0010,P-B-M,700,Min,Female,34,31-35,North,กางเกง,Black,M
2026-Jul-23,TP00600,T00494,C0007,S-B-L,500,SE,Female,31,31-35,West,เสื้อ,Black,L
2026-Jul-23,TP00617,T00511,C0008,S-R-L,500,Nut,Male,36,36-40,South,เสื้อ,Red,L
2026-Jul-23,TP00662,T00556,C0004,B-R-L,1000,Jane,Female,30,26-30,East,กระเป๋า,Red,L
